id	cleaned_text	HS	TR	AG
18984	user user not to mention that book claire didn't stay in the kitchen either so the women clearly doesn't know what she's talking about. however yes so much more to women than doing the cooking, cleaning etc.	1	0	1
18985	this is principal max caulfield. let me be emphatic. i have an enormous skank inserted into my butt. thank you.	0	0	0
18986	user look, i thought the same thing at first. but, cmon. we have to give the woman the benefit of the doubt. that may not be the white power symbol at all. it may be the secret signal for the im a feckless fucking cunt club. maybe she wants to j	0	0	0
18987	seeing ur close girlfriends in public  hey u stupid fucking slut bitch i hate u seeing girls u dont really like  hey girl omgggg how u beeeennn its been foreverrrrrr	1	0	1
18988	imagine chaeyoung cutting some cooked meat for you then you eat one but u choke on it and u die then she leaves your cold dead body on the ground bc she's bored	0	0	0
18989	user user shut up, i heard you were a skank and totally let david m go all the way	1	1	1
18990	user go fuck another kid you pussy	0	0	0
18991	user hysterical women and she men by the looks of it	1	1	0
18992	me kpop twitter  shut the fuck up you old raggedy piece of shit. fucking bitch ass smelly ass stinky ass hoe ass ugly you dont even know what (insert group name) has done for its fans and the world and youve done nothing but eat shit your whole life suck a dick and die hoe	0	0	0
18993	like dudes think that women just want their dick.. no you pussy bitch.. i wouldnt touch you with a 12 foot pole you shrimp dick toad. fuck off you pesant.. go fuck yourself.. matter of fact.. i hope you lose your dick so you can never use it again you fucking cunt.	0	0	0
18994	user we already have control of our borders, you hysterical loons.	0	0	0
18995	nah yall stay in the kitchen and make bariis and baasto	1	0	1
18996	user your followers might not know it but god knows (or whoever is in charge) what kind of lying monster you are. don't think because you have that skank paula white by your side that you won't go down in flames.	1	1	0
18997	user miss you pussy	0	0	0
18998	the one where i was the only woman on a thread where men were mansplaining jackie fox’s rape to me. (the women post…	0	0	0
18999	"user user ""most hysterical woman"" touche' ann,couldn't agree more. 2020 candidacy is already here."	1	1	0
19000	"user user but then it's a 50/50 between receiving a dick pic or a ""lol u ugly any bitch fuck u slut"" message"	0	0	0
19001	i miss my stupid pretty stank dumb whore skank trick bitch ass friends	0	0	0
19002	shut the fuck up you fat ass pussy. nobody likes your oompa loompa looking bitch ass self.	1	1	1
19003	"when we renewed our vows, this the thanks i geti'm waitin' for the day i can hear you say, ""i'm sorry, what a skank i've been""."	0	0	0
19004	user user check out user tweet   hysterical woman-1scumbag swamp creature-zippy	1	1	0
19005	i was raped by a 28 year old woman when i was 16 years old in my state in america that's statutory rape rather i wanted sex or not.	0	0	0
19006	user you already hold the title of a hysterical, racist, whining beetch stfu	1	1	1
19007	yep, by stoning women to death when they report rape. no reporting. no more scandals.	0	0	0
19008	user fuck you why dont you stand up and defend america you worthless pos obviously youve never served in the military cause you are a pussy, but more pointedly if you had you understand that service members fight for the rights of all americans	0	0	0
19009	user ain't this the bitch that tried to rape you	0	0	0
19010	user if you don't like the song bitch keep it moving hoe. you can't sing you can't do shit but suck dick bitch stfu you dumb white trash ass bitch	1	1	1
19011	screw up your face and skank music	0	0	0
19012	user user shut the fuck up snowflake i think communism and natzis pose a hell of a lot more of a threat to democracy. fuck your so called republic dictatorship. google is doing america a great service if they are in fact censoring the alt right c	0	0	0
19013	"user ya allahthis filthy skank needs a ""cage match"" to bring her to righteousness.what i mean is, she needs put into an isis cage, sprayed with petrol...and then a lighted match is thrown in. ha...now that's how you cure sinful behavior in a w"	0	0	0
19014	user user user yea, i dont think so asshole . i think your a pussy who has gone corrupt if you werent before , treasonous if you werent already . you were never john mccain's friend . you were never a friend to america . yo	1	1	0
19015	yall gotta learn to start seeing women as human. yall act like were aliens now. yes i have a cunt and tits and what about it sweety are they too sexual for you are they not sexual enough well either way its non of your fucking business go choke with your 2 inch cock	0	0	0
19016	"sex is cool and all but have u ever came back from school finding out your parents arent home so u just scream out ""fucking bitch im fucking home alone cunt yuhhhhhhhh"" out cuz same"	0	0	0
19017	"user okay your not an ""hysterical woman"", you are just a complete whacko traitor "	0	0	0
19018	user when you sell out venues in california you have to buss a skank like this it was only a matter of time bless up theindiggnation ... the bands vibration is	0	0	0
19019	you gotta be a fucking bitch to play with a girls heart just for some pussy	0	0	0
19020	youngboy up to sumn on you pussy boys	0	0	0
19021	user user grant you the first point, but it was a joke more than an insult.about the second point though, calling an hysterical person hysterical doesn't set anyone back. there are hysterical women (and men), bitches and douchebags, assholes of all kinds and genders.	0	0	0
19022	user user user exactly but i am just a hysterical women that sasse hates	0	0	0
19023	user and you deleted your tweet you pussy shut up and take your pills old man	0	0	0
19024	"user ""whatever makes them happy"" really bitch you are not good friend, you are mother fucking cunt user user"	1	1	0
19025	user user if 1 guy can rape 10 women then it's clearly a problem with women. speak up no one can help…	0	0	0
19026	user nothing new or alleged in this as it's society do rape women with impunity even on user p…	0	0	0
19027	user user user he should talk rape victims & women who were sexually abused. & how no one is above the la…	0	0	0
19028	user you know about hysterical women	1	1	0
19029	user fuck you pussy	0	0	0
19030	im so sick and tired of folks like you using your platform to bully those with differing opinions. just because their opinions differ doesnt make them hysterical women. and calling user a woman, is disrespectful. hes a proud black man, put respect on that	0	0	0
19031	the thing is if a woman speaks out about rape on nigerian twitter.the backlash would be shocking. it's not good for the mind. hence silence	0	0	0
19032	you don't like nigerian men. we get it. go and marry your american or british men. any small thing, nigerian men this, nigerian men that.you're not being a feminist. you're being a man-hating-cretin and it all stems from blowbacks from your greed and bad taste in men. stfu.	1	1	1
19033	where the fuck is your face scary hoe dont be saying nothing about peoples looks when you to pussy to post yours. you bitches can not fucking compete. sit the fuck down and shut the fuck up. all of you bitches wanna talk about looks, but wheres your pics stay in your lane.	1	1	1
19034	"user user if book claire wanted to ""stay in the kitchen cooking for her man,"" she would've stayed in inverness while frank did his research, and the outlander series would've ended up being less than two chapters long. perhaps that's what you want, but i prefer the story that we did get."	0	0	0
19035	user user user user if you say so ya fucking cunt puffin..now fuck off and go take youre face for a shite	0	0	0
19036	user user user user user lmfao boi stfu you definitely it getting any pussy with that mentality i know	0	0	0
19037	user user this gifset was very partly in response to that beastly woman who tweeted that claire should stay in the kitchen.	0	0	0
19038	i jos wanna say fuck u cube	0	0	0
19039	you ready baby  ~ im going to fuck you and your sister like till both of you pussy is filled and leaking with my cum	1	1	1
19040	user user user user user user user user user user user elizabethii i used libo weapons to takeover my royal family treasures mahabharat why trump and chaiwala	0	0	0
19041	user ben sasse is 100% correct. since 1973, all ive ever heard every two years for elections are hysterical women (all a leftist act) about back-alley abortions. this shit is getting old i didnt hear one other protest issue being yelled about in the hearings. thats pitiful.	1	0	0
19042	user you ugly lil bitch shut the fuck up if you dont understand the stock market hoe	1	1	1
19043	user were out in huge numbers and i can say thank you to this skank and who she represents. i wasnt involved until i saw this illiterate hooker and her pimp try to influence others. no ones walking away republican barbie. but those anal warts wont	1	1	0
19044	user user hi user is there a way to get the ladies to stop shouting out during the hearing it's having the opposite of the desired effect. i love the silent handmaids. but screaming hysterical women is just insulting to the cause. maybe they can hold up signs instead	1	1	1
19045	user that would be you, dear ann, the most hysterical woman. dessicated harpy.	1	1	0
19046	user said the flack parroting talking pointsyou wouldnt know courage of convictions or risking your career if you tripped over them and landed right on top of thembtw, hysterical woman is a wonderful, sexist insult. couldnt resist, huh	1	1	0
19047	can you choke me with your left hand and slap my head with that book and step fucking me on the face with those heels okay thank you	0	0	0
19048	if it ain't her flag, the pos is in the wrong country. drag her skank ass out.	1	1	1
19049	seriously fuck you if you argue with anyone who is simply expressing how you made them feel. just stfu and listen.	1	1	1
19050	user christians criticize muslim men as savages 4raping a woman 4showing her ankles. christian men rape wom…	0	0	0
19051	user i guess that it what happens when you are the most hysterical woman in congress.	0	0	0
19052	user if youre not going to bother to actually do anything, just shut up and dont bother. signed, an hysterical woman.	0	0	0
19053	dont forget to i'm sure all those lynchings were justified. women never lie about rape. it's com…	0	0	0
19054	user user already won most hysterical woman with her 2 day twitter freakout over leg room on a plane.	1	1	0
19055	user how about you stfu with your pro abortion and your racist bs. ive never seen a pathetic group of people like you democrats so worried about a womans so called right to kill new born infants you people disgust me	1	1	1
19056	the best lessoni learn was to stfu and listen to people doing better than me. some of you are so triggered by solid advice. you think it's a personal attack. maybe, just maybe the person knows what they are takin about. they are obviously doing something right.	0	0	0
19057	user hysterical woman.	0	0	0
19058	user go rape a dog you fucking cunt	0	0	0
19059	user user booker wins the award for putting the 'b' in the hysterical woman category	1	1	0
19060	user ceta took 7 years. ours could take even longer. what happens in the meantime. will you creatures stfu while we remain in the single market whilst this is done and will you stfu when it falls apart and we remain in the sm	0	0	0
19061	user user can we please have a lot of news on the open defecation, poverty, misery, suppressed women, religious intolerance of minorities, rape culture.. you get the picture. that is what we want to hear from trustful media, not fake news ab	0	0	0
19062	user and i think user wins as most hysterical woman kamala is runner up but the drama queen going way gay w that i am spartacus hysteria	0	0	0
19063	user user user user user user user you mean its meaningless to cult45 mindless drones. you people ignore facts like trump. you dont have brains. facts go against your core values. you kiss the ass	0	0	0
19064	user yeah, how awful for them that women aren't property to be abused anymore. and those terrible laws about child rape	0	0	0
19065	oh you know, a rotting skank bitch.	1	1	0
19066	shut the fuck upyou idiots wonder why people call you entitled misogynistic assholesyou're literally pinning all the blame of a female character not having huge titties on one woman. do you read what you post this is a game made by hundreds, and you choose one woman to blame	0	0	0
19067	user ironic, since muslims rape, show up at strip clubs, but if a woman is a prostitute she's deserving of…	0	0	0
19068	we as women mostly are rape and sexual assault victims. we kept quiet cos no one believes us. still.	0	0	0
19069	user really mr. grab em by the pussy yes, you do talk like that and you werent elected. your were instilled by russia. stfu you moron. youre going to prison, traitor tot.	0	0	0
19070	aight goodnight whores except for the girl thats been on the tl bashing guys you a hoe stfu and boss up bitch	1	1	1
19071	there's nothing worse when someone has the flaming audacity to say 'it wasn't that funny' to something you think is hysterical	0	0	0
19072	user immigrant rapes old english woman and tells her ''yours is a bitch country, i'm saddam hussein”.	0	0	0
19073	user spartacus/hysterical woman 2020	0	0	0
19074	recent examples  being the only woman & being the only one condescended to ic/ooca teen character being called a skank & then told it was just to see my ooc reaction being talked over small stuff like this increases when i play a confident character, especially a young one.	0	0	0
19075	if youre dating a baby daddy before you call the baby mama bitter go talk to her yourself or just the stfu and mind your business bc you know damn well that nigga gone lie just to get some pussy and play victim. idc.	1	1	1
19076	user alessia you fkn skank go change	1	1	1
19077	bitch shut the fuck up	1	1	1
19078	user booker is the more hysterical woman, while harris is just a common slut.	0	0	0
19079	niggas be getting on here crying bout not getting no play everyday lol there are women that like weird niggas,funny niggas, athletic niggas,thug niggas etc. find a bitch in yo arena and stfu	0	0	0
19080	user user isn't that the guy who encourages men to rape women	0	0	0
19081	user u a rabid fucking cunt.. oh yea but u from indiana tho.. common for u women folk.. ask mother pence	1	1	0
19082	user that skank looks good on your arm. you been dating your mom long she needs to start thinking about some botox or maybe a full facelift. lying does that to you	1	1	0
19083	user user how about very unintelligent hysterical woman. this women is mental case	1	1	0
19084	user fuck u bitch ass whore	1	1	0
19085	a lot of people are having to be told why women don't speak up about rape culture via user	0	0	0
19086	nigga, im pretty sure you dont get pussy, just stfu.	0	0	0
19087	user poster at local rape crisis. old woman with walker and raggy clothes. title said 'it must be something she wore'	0	0	0
19088	i usually dont hate people but i actually hate that bitch. you tried to be friends with me outside of work and then when i had a crisis you decided to be professional and use that against me. thats the worst type of person. fucking cunt will get hers though.	1	1	0
19089	"user my go-to analogy is mean girls - all cliques, no policies. ""ohmigod you guys - bernie isn't even a democrat - 'kay he can't sit with us (pass me my book.) bernie is the nastiest skank bitch i have ever met. do not trust him. he is a fugly s"	0	0	0
19090	woke up angry bc 2 years ago a groomsman &i were supposed to walk into the reception doing the bernie but this cunt of a bridesmaid insisted that they were gonna do it so we quickly made something up while in line to go and then this fucking bitch walks in & doesnt fucking do it	1	1	0
19091	niggas be in they 20s dating bitches that aint even old enough to drive talm bout why are women so complicated bitch you dating a toddler stfu.	1	0	0
19092	user shut up rand, you pussy	0	0	0
19093	user user but she is saying that it will keep her safe. it won’t. and it won’t keep other woman safe. that is rape culture.	0	0	0
19094	i'm a victim of rape, abuse and harrassment. i have never known a woman who haven't had any of these experiences.	0	0	0
19095	user pretending hes some maverick when in reality hes a hysterical woman	0	0	0
19096	user shut the fuck up you fucking monkey jew bitch cunt nigger dick licking	1	1	1
19097	user your words are soooooo descriptive. and now if there was any question about what happened before, now shes just being in in-your-face fucktwaddle because she thinks she got away with it the first time. fucking bitch...and i dont say that about	1	1	0
19098	if ur a lemon and have to get a woman drunk to have sex with u my nikka... unamused face  unamused face  that’s rape	0	0	0
19099	guy at the drawing session last night negging the woman next to me by saying dont get hysterical and i believe in the right of women not to choose  stfu and also thx for affirming the now well known fact that misogynists draw like shit	0	0	0
19100	user 1.ur retarded to take yt photo of someone else2.i will when u show ur real3.ur a fuckin bitch ass nigga u fucking cunt4.boii i got ur mum twerking for 5 cents coz dats how poor u fucking really are.5.stop being a fucked up slutty rat	1	1	0
19101	shut the fuck up you fucking pussy you wouldnt know survival if it hit you in the face you draft dodger	1	1	1
19102	even the rape of a muslim woman is almost impossible to prove under strict islamic law sharia	0	0	0
19103	shut the fuck up you know youre that bitch, whore	1	1	1
19104	in the case of trump's multiple allegations of sexual assault and rape, his followers called the women liars, and threatened them.	0	0	0
19105	user user user rape is no a joking matter or a time to speak light . women have to re…	0	0	0
19106	user the guy who has spent five years hiding from a rape inquiry thinks that a powerful woman is creepy, man…	0	0	0
19107	"lol you're probably tweeting, ""it's so hard to move on"" with a dick in your pussy so shut the fuck up fake hoe."	1	1	1
19108	user in any case at all, a rape victim is guilty of it, we should educate our men to respect women period	0	0	0
19109	user thanks for ruining football you pussy i cant watch it anymore. its boring	0	0	0
19110	if i ever hit you w dumb fucking cunt ass fucking stupid ass fucking bitch just know im extremely mad at you.	1	1	0
19111	user skank man .. you got	0	0	0
19112	if ever a skank tries to make fun of you, tell her to suck dick she'll magically turn into a hoe and grab the nearest dick within her perimeter	1	0	0
19113	just because i fuck u raw while tongue kissing you drop all my hoes meet your family eat yo pussy from the backand tell you i love you don't mean u my itch	1	1	0
19114	user youre an elitist skank with no talent and a twitter army of brainwashed fucktards.	1	1	0
19115	the number of women accusing weinstein of rape rose to six yesterday.	0	0	0
19116	user user fight russia now you pussy potus.	0	0	0
19117	user i need you pussy	1	0	0
19118	user will send 1 btc to anyone who can explain why the usa needs to import more 75 iq somalis who rape white women at very high rates.	0	0	0
19119	sweden  four men rape woman with cognitive ability of a 6-year-old and walk freefour men have been charged with gross rape against a developmentally disabled woman. yesterday they were set free. why the court could not prove that they knew she had a developmental disability.	0	0	0
19120	hate me, love me, demonize me or worship me. i am mentally ill, a hysterical woman, a rebel & i don't give a fig anymore about social norms. if i want to study stem & business, i will. screw your assumption my businesses are cupcake bakeries.i am still kind, loving & a woman.	0	0	0
19121	im sorry, but this generation of females have no self respect. the internet shouldnt know when youre horny, wet, how good you pussy is & etc. & yall wonder why these boys treat yall like hoes  praying for this generation	1	0	0
19122	oh you skank user	1	1	0
19123	wow can i stop writing in caps lock we get it, youre hystericalnow shut the fuck up	1	1	1
19124	talking about 'in the bible, a woman is a man's property.' therefore as a senseless misogynist, rape in married women cannot happen.	0	0	0
19125	user user user shes a scank hole bitch lying lowlife	1	1	1
19126	pocket panini stovetop sandwich maker	0	0	0
19127	user respectfully u worried about paintings, while that rapist'harvey weinstein'on the lose for 30 years. 2 more women reporting rape	0	0	0
19128	if u don't think rape culture exists in the us u should prob check your feed right now 'cause literally every woman u know is posting	0	0	0
19129	9/28 you pussy bitchhhhhhhh eat it up lil hoe i know you bang wit us  its rollllllinnnnn on mine ion do da groovin yadig	1	1	0
19130	men need to respect woman , point blank there is no excuse, rape shouldn’t be justified & there is no excuse 	0	0	0
19131	user pssst. your father in law has a criminal history from his country of origin that would've disqualified him for citizenship. when you're kicked out of our wh we'll send him back w/his chain migrated wife & that racist skank that pretends t	0	0	0
19132	user most hysterical woman. nice gender separation. person, ann. i get it's hard for you to grasp not being one but please try.	1	1	1
19133	he a whole bitch. soft. snitch. untrustworthy teammate. just a hoe	0	0	0
19134	user every woman i have ever known has experienced sexual harassment, assault, or rape. to say 'my bad' i…	0	0	0
19135	what women do is way down on the list of rape causative factors but it's still on the list & u're not a potential…	0	0	0
19136	user really, ann hysterical woman what is wrong with you	0	0	0
19137	user uplift the discourse  really you scumbagyour republican president has talked about grabbing women by the pussy, supporting neonazis, separating kids from families & youre talking about uplifting the discourse. stfu.	0	0	0
19138	they think you pussy verizon customer service be sucking wild dickkkkkkk. its been 2 hrs lmao yo	0	0	0
19139	user your the fucking bitch,you whore.	1	1	0
19140	user i can suck on your titties and finger you pussy at the same time and make you squirt	1	1	1
19141	user shut the fuck up you pussy grabbing pervert.how's the divorceit's mueller time	0	0	0
19142	dont tell me youre in love with me, just shut the fuck up and eat my pussy	0	0	0
19143	user user user hysterical you are going to be disappointed jan	0	0	0
19144	this is the perfect insult because women are bad, & hysterical women are the worst kind of a bad thing, & the dems are being insulted by a woman, which is humiliating because women are very bad. perfect insult by a perfect lady though thats impossible because ladies are bad,	1	0	1
19145	user stfu pussy, no more apple music for you	1	1	1
19146	user from the multi-year champion of most hysterical woman of the universe award (and i'm being generous calling you a woman).	1	1	0
19147	user hoe stop fucking lying cause i had her phone for months and its been dead till now bitch& u thought u was being disrespectful 2 my kid,it was mewhere da fuck u at she like bitch u acting crazy..dis aint no act bitch.. talk that shit but im gonna	1	1	1
19148	well then call me a sexist, which im not. this is no doubt a hysterical woman protestor. btw, there have been several hysterical male protesters but we havent seen news on them. id say that is sexist my dear. oh, sorry, my dear is sexist sorry dolly.	1	1	0
19149	user coulter needs to eat a ham sandwich and choke on it. such a sexist comment. plenty of rw men are truly hysterical. have you seen how the president acts	0	0	0
19150	bitch calm down you pussy when yo ppl ain't around	1	1	0
19151	quite a thing for a man who hides in a cupboard to evade charges of rape to accuse a woman of being creepy.	0	0	0
19152	you can’t find any other abbreviation for treating a woman nicely that doesn’t use the word rape really	0	0	0
19153	user user user i'm sure ben sasse thinks you are sounding just like a hysterical woman now, elliott.	0	0	0
19154	just realize ya bitch been cheatin on ya ass. fuck these skank hoes. get money instead	1	0	0
19155	rapists.and yet, the five hundred years of the rape and sexual exploitation of african women and girls, and the third class	0	0	0
19156	user say's the hysterical woman. it is woman right	0	0	0
19157	if your pussy so good why you not pregnant because i killed it stfu hoe	1	1	1
19158	user i think the award should go to cory booker as the most hysterical woman.	0	0	0
19159	user user i this for a fact hes the best sandwich maker on this side of the mississippi. user	0	0	0
19160	i think booker is a more hysterical woman than kamala	1	1	0
19161	bitch first of all thats how i talk i meant he, second you da hoe hoe so stfu	1	1	1
19162	user user i read fine, and likely better than you given my experience. she's an hysterical woman looking for attention and trying to make some sort of issue out of two things that have nothing to do with each other. it's a tennis match. do you know the rule i do. tell me what you read.	1	1	0
19163	its because you are always a hysterical woman user	1	1	0
19164	user user user seriously. book claire was not the stay in the kitchen type. did i read the same book	0	0	0
19165	user i can take the heat, thats why l stay in the kitchen.you cant deny she is a woman with no fear who speaks truth to power without hesitation. she may be older and not your cup of tea, but she fights for love of country over politics.	0	0	0
19166	user or as user said, most hysterical woman	0	0	0
19167	this is to decieve people who don't know that women that report rape in islamic countries are arrested on charges of fornication or adultery	0	0	0
19168	ooh this is getting into shakespearean levels of manipulation. and of course he goes for the hysterical woman angle, with a side order of using hanssens feelings for roxanna against her.	0	0	0
19169	user you pussy ass bitch. stfu	0	0	0
19170	user my dad was the chef in my house so the whole women need to stay in kitchen doesnt make sense to me	0	0	0
19171	user how are they trying to destroy you you missed your 4 kids first day at school to skank about topless with yet another man. disgraceful. the kids are better off with their dads where theyre happy, safe & have a stable, loving home...	1	1	1
19172	user 65 of which were hysterical women	1	0	0
19173	user slutwhorebitch cunt coulter	0	0	0
19174	user user user if you wanna know what sexism looks like go no further then this skank miss odwyer	0	0	0
19175	people tryna use and say promiscuity is a symptom no bitch its called being a slut, youre trying to excuse why you got caught cheating and broke up you fucking hoe	1	1	0
19176	user dats right bitch ass fag cunt slut dumb fucken bitch, shut the fuck up next time	1	1	1
19177	user this stupid skank can barely speak english.	1	1	0
19178	remember women are inferior to men even though they generally test well at everything men doit's their own faults they suck there's nothing pushing them away from things	1	0	1
19179	user its all about  dollar signs for those hysterical women	1	1	0
19180	well it seems that trump tweet has cooled off, wow being a woman and insulting him do not go well together, you just get called a skank and get told you have stds but i mean the misogyny goes with the base i guess lol. also someone called me a hick which is the ultimate irony wow	0	0	0
19181	me  love yours-wing supremacist  shut the fuck up whore, nothing will ever top wings, dumb bitch, the r&b themes, the silk, the chokers, nothing can top that. have you heard bs&t have you even fucking listened to that masterpiece of the century because if not-	0	0	0
19182	user user user a hysterical woman 	1	1	0
19183	user you pussy.	0	0	0
19184	user hey guys... maybe it is okay to wink at a woman if you don't attempt to rape her don't gimme that where do i draw the line crap.	0	0	0
19185	regina george is the nastiest skank bitch i have ever met. do not trust her. she is a fugly slut.	1	1	1
19186	.@carterlear is a bitch who wants a halloween care pack because this skank doesnt appreciate me	1	1	0
19187	user skank bitch	1	1	0
19188	just because a woman decides to drop charges concerning a rape allegation doesn't mean it didn't happen. the legal…	0	0	0
19189	user booker acts like a hysterical woman. there's no inuendo of homosexuality. a dog whistle can't be completely imaginary.	0	0	0
19190	"user 1st - you were not elected; you & russia rigged the system2nd - we all heard ""pussy grabbing"" so stfu3rd - you lie - reporters report truth4th - all you do all day long is demean & belittle everyone5th - fact  we do see facts & say you're"	0	0	0
19191	user user user lord have mercy. hysterical women who cannot research their claims need to take a nap.	1	1	0
19192	amaresh mishra who gave rape threats to a woman is now employed at user waah this is true journalism.	0	0	0
19193	user user ya recently here a guy got acquitted of rape charges becos apparently the woman in question said no feebly	0	0	0
19194	user user i wonder what's in the emails of the skank democrats in congress. you have some nerve after your candidate hillary clinton did what she did.	1	1	0
19195	user you're just a skank and everyone knows it otherwise you wouldn't be making excuses for not settling down whilst hanging out with multiple different guys.	1	1	0
19196	user you unfollowed me fuck you pussy	0	0	0
19197	user stfu bitch and you go make some satanic music u illuminati whore fuck you fuck imagine dragons you cock sucking maggots	1	1	1
19198	user honey, as a fellow white chick, let me tell you what you need to do here. shut the fuck up and quit telling black women how to feel or talk about other black women. stay in your damn lane. bitch at me about how i'm talking to you or whateve	0	0	0
19199	i hate bitches who talk about niggaz with kids , everybody cant find a bitch like yal that abort all they pregnancies soo stfu hoe ....	1	0	1
19200	"user user you won the"" life time recipient for hysterical woman "" a long time ago."	1	1	0
